plantName,plantID,ID,homogenized_yn,projectNumber,sampling,sampleID,milkType,size,container,dateProcessed,dateInitial,Day,day,greaterThanLessThan,dataValue,countability,count_type
Ronnybrook Farm Dairy,E,E_2017a_4451,no,451,2017a,4451,lowfat,qt,glass,2017-04-10T00:00:00Z,2017-04-13T00:00:00Z,D7,7,,100000,,
Ronnybrook Farm Dairy,E,E_2017a_4451,no,451,2017a,4451,lowfat,qt,glass,2017-04-10T00:00:00Z,2017-04-13T00:00:00Z,D10,10,,3.5E7,E,
Ronnybrook Farm Dairy,E,E_2017a_4451,no,451,2017a,4451,lowfat,qt,glass,2017-04-10T00:00:00Z,2017-04-13T00:00:00Z,D14,14,,7.8E7,,
Ronnybrook Farm Dairy,E,E_2017b_4528,no,453,2017b,4528,whole,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,DI,3,,72,E,
Ronnybrook Farm Dairy,E,E_2017b_4528,no,453,2017b,4528,whole,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D7,7,,120,E,
Ronnybrook Farm Dairy,E,E_2017b_4528,no,453,2017b,4528,whole,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D10,10,,7100,,
Ronnybrook Farm Dairy,E,E_2017b_4528,no,453,2017b,4528,whole,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D14,14,,22000,,
Ronnybrook Farm Dairy,E,E_2017b_4528,no,453,2017b,4528,whole,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D17,17,,1200000,,
Ronnybrook Farm Dairy,E,E_2017b_4528,no,453,2017b,4528,whole,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D21,21,,2.9E7,,
Ronnybrook Farm Dairy,E,E_2017b_4529,no,453,2017b,4529,skim,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,DI,3,,92,E,
Ronnybrook Farm Dairy,E,E_2017b_4529,no,453,2017b,4529,skim,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D7,7,,2000,,
Ronnybrook Farm Dairy,E,E_2017b_4529,no,453,2017b,4529,skim,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D10,10,>,400000,E,aboveLOD
Ronnybrook Farm Dairy,E,E_2017b_4529,no,453,2017b,4529,skim,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D14,14,,1.1E7,,
Ronnybrook Farm Dairy,E,E_2017b_4529,no,453,2017b,4529,skim,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D17,17,,2.5E8,,
Ronnybrook Farm Dairy,E,E_2017b_4529,no,453,2017b,4529,skim,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D21,21,,2.0E8,,
Ronnybrook Farm Dairy,E,E_2017b_4530,no,453,2017b,4530,lowfat,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,DI,3,,20,E,
Ronnybrook Farm Dairy,E,E_2017b_4530,no,453,2017b,4530,lowfat,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D7,7,,24000,,
Ronnybrook Farm Dairy,E,E_2017b_4530,no,453,2017b,4530,lowfat,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D10,10,,1.1E7,,
Ronnybrook Farm Dairy,E,E_2017b_4530,no,453,2017b,4530,lowfat,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D14,14,,2.8E7,,
Ronnybrook Farm Dairy,E,E_2017b_4530,no,453,2017b,4530,lowfat,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D17,17,,1.7E8,,
Ronnybrook Farm Dairy,E,E_2017b_4530,no,453,2017b,4530,lowfat,hg,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D21,21,,8.2E8,,
Ronnybrook Farm Dairy,E,E_2017b_4532,no,453,2017b,4532,skim,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,DI,3,,92,E,
Ronnybrook Farm Dairy,E,E_2017b_4532,no,453,2017b,4532,skim,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D7,7,,11000,,
Ronnybrook Farm Dairy,E,E_2017b_4532,no,453,2017b,4532,skim,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D10,10,,5600000,,
Ronnybrook Farm Dairy,E,E_2017b_4532,no,453,2017b,4532,skim,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D14,14,,3.7E7,,
Ronnybrook Farm Dairy,E,E_2017b_4532,no,453,2017b,4532,skim,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D17,17,,7.0E7,,
Ronnybrook Farm Dairy,E,E_2017b_4532,no,453,2017b,4532,skim,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D21,21,,2.6E8,,
Ronnybrook Farm Dairy,E,E_2017b_4533,no,453,2017b,4533,lowfat,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,DI,3,,31,E,
Ronnybrook Farm Dairy,E,E_2017b_4533,no,453,2017b,4533,lowfat,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D7,7,,17000,,
Ronnybrook Farm Dairy,E,E_2017b_4533,no,453,2017b,4533,lowfat,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D10,10,,1.3E7,,
Ronnybrook Farm Dairy,E,E_2017b_4533,no,453,2017b,4533,lowfat,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D14,14,,1.3E7,,
Ronnybrook Farm Dairy,E,E_2017b_4533,no,453,2017b,4533,lowfat,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D17,17,,2.1E8,,
Ronnybrook Farm Dairy,E,E_2017b_4533,no,453,2017b,4533,lowfat,ss,plastic,2017-07-10T00:00:00Z,2017-07-13T00:00:00Z,D21,21,,2.6E8,,
Stewart's (Saratoga Dairy),L,L_2015a_3757,yes,431,2015a,3757,whole,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,DI,2,,390,E,
Stewart's (Saratoga Dairy),L,L_2015a_3757,yes,431,2015a,3757,whole,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D7,7,,330,E,
Stewart's (Saratoga Dairy),L,L_2015a_3757,yes,431,2015a,3757,whole,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D10,10,,240,E,
Stewart's (Saratoga Dairy),L,L_2015a_3757,yes,431,2015a,3757,whole,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D14,14,,21000,,
Stewart's (Saratoga Dairy),L,L_2015a_3757,yes,431,2015a,3757,whole,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D17,17,,130000,,
Stewart's (Saratoga Dairy),L,L_2015a_3757,yes,431,2015a,3757,whole,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D21,21,,5500000,,
Stewart's (Saratoga Dairy),L,L_2015a_3758,yes,431,2015a,3758,reducedfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,DI,2,,160,E,
Stewart's (Saratoga Dairy),L,L_2015a_3758,yes,431,2015a,3758,reducedfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D7,7,,260,E,
Stewart's (Saratoga Dairy),L,L_2015a_3758,yes,431,2015a,3758,reducedfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D10,10,,370,E,
Stewart's (Saratoga Dairy),L,L_2015a_3758,yes,431,2015a,3758,reducedfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D14,14,,3800,,
Stewart's (Saratoga Dairy),L,L_2015a_3758,yes,431,2015a,3758,reducedfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D17,17,,50000,,
Stewart's (Saratoga Dairy),L,L_2015a_3758,yes,431,2015a,3758,reducedfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D21,21,,2700000,,
Stewart's (Saratoga Dairy),L,L_2015a_3759,yes,431,2015a,3759,skim,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,DI,2,,200,E,
Stewart's (Saratoga Dairy),L,L_2015a_3759,yes,431,2015a,3759,skim,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D7,7,,190,E,
Stewart's (Saratoga Dairy),L,L_2015a_3759,yes,431,2015a,3759,skim,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D10,10,,220,E,
Stewart's (Saratoga Dairy),L,L_2015a_3759,yes,431,2015a,3759,skim,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D14,14,,2200,,
Stewart's (Saratoga Dairy),L,L_2015a_3759,yes,431,2015a,3759,skim,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D17,17,,40000,,
Stewart's (Saratoga Dairy),L,L_2015a_3759,yes,431,2015a,3759,skim,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D21,21,,2300000,,
Stewart's (Saratoga Dairy),L,L_2015a_3760,yes,431,2015a,3760,lowfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,DI,2,,280,E,
Stewart's (Saratoga Dairy),L,L_2015a_3760,yes,431,2015a,3760,lowfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D7,7,,190,E,
Stewart's (Saratoga Dairy),L,L_2015a_3760,yes,431,2015a,3760,lowfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D10,10,,480,,
Stewart's (Saratoga Dairy),L,L_2015a_3760,yes,431,2015a,3760,lowfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D14,14,,8600,,
Stewart's (Saratoga Dairy),L,L_2015a_3760,yes,431,2015a,3760,lowfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D17,17,,180000,,
Stewart's (Saratoga Dairy),L,L_2015a_3760,yes,431,2015a,3760,lowfat,hg,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D21,21,,3100000,,
Stewart's (Saratoga Dairy),L,L_2015a_3762,yes,431,2015a,3762,reducedfat,ss,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,DI,2,,360,E,
Stewart's (Saratoga Dairy),L,L_2015a_3762,yes,431,2015a,3762,reducedfat,ss,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D7,7,,2800,,
Stewart's (Saratoga Dairy),L,L_2015a_3762,yes,431,2015a,3762,reducedfat,ss,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D10,10,,4400000,,
Stewart's (Saratoga Dairy),L,L_2015a_3762,yes,431,2015a,3762,reducedfat,ss,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D14,14,,3.7E8,,
Stewart's (Saratoga Dairy),L,L_2015a_3762,yes,431,2015a,3762,reducedfat,ss,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D17,17,,5.0E9,,
Stewart's (Saratoga Dairy),L,L_2015a_3762,yes,431,2015a,3762,reducedfat,ss,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D21,21,,1.7E9,,
Stewart's (Saratoga Dairy),L,L_2015a_3763,yes,431,2015a,3763,reducedfat,gal,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,DI,2,,200,E,
Stewart's (Saratoga Dairy),L,L_2015a_3763,yes,431,2015a,3763,reducedfat,gal,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D7,7,,250,E,
Stewart's (Saratoga Dairy),L,L_2015a_3763,yes,431,2015a,3763,reducedfat,gal,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D10,10,,260,E,
Stewart's (Saratoga Dairy),L,L_2015a_3763,yes,431,2015a,3763,reducedfat,gal,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D14,14,,1900,,
Stewart's (Saratoga Dairy),L,L_2015a_3763,yes,431,2015a,3763,reducedfat,gal,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D17,17,,24000,,
Stewart's (Saratoga Dairy),L,L_2015a_3763,yes,431,2015a,3763,reducedfat,gal,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D21,21,,1100000,,
Stewart's (Saratoga Dairy),L,L_2015a_3764,yes,431,2015a,3764,reducedfat,qt,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,DI,2,,300,E,
Stewart's (Saratoga Dairy),L,L_2015a_3764,yes,431,2015a,3764,reducedfat,qt,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D7,7,,280,E,
Stewart's (Saratoga Dairy),L,L_2015a_3764,yes,431,2015a,3764,reducedfat,qt,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D10,10,,240,E,
Stewart's (Saratoga Dairy),L,L_2015a_3764,yes,431,2015a,3764,reducedfat,qt,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D14,14,,3400,,
Stewart's (Saratoga Dairy),L,L_2015a_3764,yes,431,2015a,3764,reducedfat,qt,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D17,17,,59000,,
Stewart's (Saratoga Dairy),L,L_2015a_3764,yes,431,2015a,3764,reducedfat,qt,paper,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D21,21,,1700000,,
Stewart's (Saratoga Dairy),L,L_2015a_3765,yes,431,2015a,3765,whole,ss,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,DI,2,,190,E,
Stewart's (Saratoga Dairy),L,L_2015a_3765,yes,431,2015a,3765,whole,ss,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D7,7,,220,E,
Stewart's (Saratoga Dairy),L,L_2015a_3765,yes,431,2015a,3765,whole,ss,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D10,10,,16000,,
Stewart's (Saratoga Dairy),L,L_2015a_3765,yes,431,2015a,3765,whole,ss,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D14,14,,1.6E7,,
Stewart's (Saratoga Dairy),L,L_2015a_3765,yes,431,2015a,3765,whole,ss,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D17,17,,2.2E8,,
Stewart's (Saratoga Dairy),L,L_2015a_3765,yes,431,2015a,3765,whole,ss,plastic,2015-04-06T00:00:00Z,2015-04-08T00:00:00Z,D21,21,,4.8E8,,
Stewart's (Saratoga Dairy),L,L_2015b_3866,yes,435,2015b,3866,whole,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,DI,1,,560,,
Stewart's (Saratoga Dairy),L,L_2015b_3866,yes,435,2015b,3866,whole,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D7,7,,210,E,
Stewart's (Saratoga Dairy),L,L_2015b_3866,yes,435,2015b,3866,whole,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D10,10,,390,E,
Stewart's (Saratoga Dairy),L,L_2015b_3866,yes,435,2015b,3866,whole,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D14,14,,320,E,
Stewart's (Saratoga Dairy),L,L_2015b_3866,yes,435,2015b,3866,whole,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D17,17,,14000,,
Stewart's (Saratoga Dairy),L,L_2015b_3866,yes,435,2015b,3866,whole,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D21,21,,110000,,
Stewart's (Saratoga Dairy),L,L_2015b_3867,yes,435,2015b,3867,reducedfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,DI,1,,370,E,
Stewart's (Saratoga Dairy),L,L_2015b_3867,yes,435,2015b,3867,reducedfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D7,7,,300,E,
Stewart's (Saratoga Dairy),L,L_2015b_3867,yes,435,2015b,3867,reducedfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D10,10,,290,E,
Stewart's (Saratoga Dairy),L,L_2015b_3867,yes,435,2015b,3867,reducedfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D14,14,,960,,
Stewart's (Saratoga Dairy),L,L_2015b_3867,yes,435,2015b,3867,reducedfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D17,17,,1000,,
Stewart's (Saratoga Dairy),L,L_2015b_3867,yes,435,2015b,3867,reducedfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D21,21,,43000,,
Stewart's (Saratoga Dairy),L,L_2015b_3868,yes,435,2015b,3868,skim,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,DI,1,,400,,
Stewart's (Saratoga Dairy),L,L_2015b_3868,yes,435,2015b,3868,skim,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D7,7,,280,E,
Stewart's (Saratoga Dairy),L,L_2015b_3868,yes,435,2015b,3868,skim,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D10,10,,220,E,
Stewart's (Saratoga Dairy),L,L_2015b_3868,yes,435,2015b,3868,skim,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D14,14,,450,,
Stewart's (Saratoga Dairy),L,L_2015b_3868,yes,435,2015b,3868,skim,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D17,17,,270,E,
Stewart's (Saratoga Dairy),L,L_2015b_3868,yes,435,2015b,3868,skim,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D21,21,,1400,,
Stewart's (Saratoga Dairy),L,L_2015b_3869,yes,435,2015b,3869,lowfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,DI,1,,480,,
Stewart's (Saratoga Dairy),L,L_2015b_3869,yes,435,2015b,3869,lowfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D7,7,,440,,
Stewart's (Saratoga Dairy),L,L_2015b_3869,yes,435,2015b,3869,lowfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D10,10,,330,E,
Stewart's (Saratoga Dairy),L,L_2015b_3869,yes,435,2015b,3869,lowfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D14,14,,24000,,
Stewart's (Saratoga Dairy),L,L_2015b_3869,yes,435,2015b,3869,lowfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D17,17,,4800000,,
Stewart's (Saratoga Dairy),L,L_2015b_3869,yes,435,2015b,3869,lowfat,hg,paper,2015-09-15T00:00:00Z,2015-09-16T00:00:00Z,D21,21,,6.6E7,,
Stewart's (Saratoga Dairy),L,L_2016a_3993,yes,440,2016a,3993,whole,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,DI,1,,80,E,
Stewart's (Saratoga Dairy),L,L_2016a_3993,yes,440,2016a,3993,whole,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D7,7,,92,E,
Stewart's (Saratoga Dairy),L,L_2016a_3993,yes,440,2016a,3993,whole,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D10,10,,51,E,
Stewart's (Saratoga Dairy),L,L_2016a_3993,yes,440,2016a,3993,whole,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D14,14,,180,E,
Stewart's (Saratoga Dairy),L,L_2016a_3993,yes,440,2016a,3993,whole,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D17,17,,8500,,
Stewart's (Saratoga Dairy),L,L_2016a_3993,yes,440,2016a,3993,whole,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D21,21,,300000,,
Stewart's (Saratoga Dairy),L,L_2016a_3994,yes,440,2016a,3994,reducedfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,DI,1,,70,E,
Stewart's (Saratoga Dairy),L,L_2016a_3994,yes,440,2016a,3994,reducedfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D7,7,,110,E,
Stewart's (Saratoga Dairy),L,L_2016a_3994,yes,440,2016a,3994,reducedfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D10,10,,120,E,
Stewart's (Saratoga Dairy),L,L_2016a_3994,yes,440,2016a,3994,reducedfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D14,14,,890,,
Stewart's (Saratoga Dairy),L,L_2016a_3994,yes,440,2016a,3994,reducedfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D17,17,,350,E,
Stewart's (Saratoga Dairy),L,L_2016a_3994,yes,440,2016a,3994,reducedfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D21,21,,270000,,
Stewart's (Saratoga Dairy),L,L_2016a_3995,yes,440,2016a,3995,skim,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,DI,1,,90,E,
Stewart's (Saratoga Dairy),L,L_2016a_3995,yes,440,2016a,3995,skim,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D7,7,,41,E,
Stewart's (Saratoga Dairy),L,L_2016a_3995,yes,440,2016a,3995,skim,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D10,10,,51,SE,
Stewart's (Saratoga Dairy),L,L_2016a_3995,yes,440,2016a,3995,skim,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D14,14,,110,E,
Stewart's (Saratoga Dairy),L,L_2016a_3995,yes,440,2016a,3995,skim,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D17,17,,3600,,
Stewart's (Saratoga Dairy),L,L_2016a_3995,yes,440,2016a,3995,skim,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D21,21,,3100,S,
Stewart's (Saratoga Dairy),L,L_2016a_3996,yes,440,2016a,3996,lowfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,DI,1,,130,E,
Stewart's (Saratoga Dairy),L,L_2016a_3996,yes,440,2016a,3996,lowfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D7,7,,61,E,
Stewart's (Saratoga Dairy),L,L_2016a_3996,yes,440,2016a,3996,lowfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D10,10,,20,E,
Stewart's (Saratoga Dairy),L,L_2016a_3996,yes,440,2016a,3996,lowfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D14,14,,170,E,
Stewart's (Saratoga Dairy),L,L_2016a_3996,yes,440,2016a,3996,lowfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D17,17,,18000,,
Stewart's (Saratoga Dairy),L,L_2016a_3996,yes,440,2016a,3996,lowfat,hg,paper,2016-03-15T00:00:00Z,2016-03-16T00:00:00Z,D21,21,,1700000,,
Stewart's (Saratoga Dairy),L,L_2016b_4249,yes,447,2016b,4249,whole,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,DI,2,,340,E,
Stewart's (Saratoga Dairy),L,L_2016b_4249,yes,447,2016b,4249,whole,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D7,7,,330,E,
Stewart's (Saratoga Dairy),L,L_2016b_4249,yes,447,2016b,4249,whole,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D10,10,,260,E,
Stewart's (Saratoga Dairy),L,L_2016b_4249,yes,447,2016b,4249,whole,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D14,14,,410,,
Stewart's (Saratoga Dairy),L,L_2016b_4249,yes,447,2016b,4249,whole,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D17,17,,2000,,
Stewart's (Saratoga Dairy),L,L_2016b_4249,yes,447,2016b,4249,whole,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D21,21,,36000,,
Stewart's (Saratoga Dairy),L,L_2016b_4250,yes,447,2016b,4250,reducedfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,DI,2,,390,E,
Stewart's (Saratoga Dairy),L,L_2016b_4250,yes,447,2016b,4250,reducedfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D7,7,,380,E,
Stewart's (Saratoga Dairy),L,L_2016b_4250,yes,447,2016b,4250,reducedfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D10,10,,240,E,
Stewart's (Saratoga Dairy),L,L_2016b_4250,yes,447,2016b,4250,reducedfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D14,14,,590,,
Stewart's (Saratoga Dairy),L,L_2016b_4250,yes,447,2016b,4250,reducedfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D17,17,,730,,
Stewart's (Saratoga Dairy),L,L_2016b_4250,yes,447,2016b,4250,reducedfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D21,21,>,400000,E,aboveLOD
Stewart's (Saratoga Dairy),L,L_2016b_4251,yes,447,2016b,4251,lowfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,DI,2,,320,E,
Stewart's (Saratoga Dairy),L,L_2016b_4251,yes,447,2016b,4251,lowfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D7,7,,420,,
Stewart's (Saratoga Dairy),L,L_2016b_4251,yes,447,2016b,4251,lowfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D10,10,,260,E,
Stewart's (Saratoga Dairy),L,L_2016b_4251,yes,447,2016b,4251,lowfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D14,14,,360,E,
Stewart's (Saratoga Dairy),L,L_2016b_4251,yes,447,2016b,4251,lowfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D17,17,,4300,,
Stewart's (Saratoga Dairy),L,L_2016b_4251,yes,447,2016b,4251,lowfat,hg,paper,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D21,21,,5800000,,
Stewart's (Saratoga Dairy),L,L_2016b_4252,yes,447,2016b,4252,whole,gal,plastic,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,DI,2,,190,E,
Stewart's (Saratoga Dairy),L,L_2016b_4252,yes,447,2016b,4252,whole,gal,plastic,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D7,7,,130,E,
Stewart's (Saratoga Dairy),L,L_2016b_4252,yes,447,2016b,4252,whole,gal,plastic,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D10,10,,140,E,
Stewart's (Saratoga Dairy),L,L_2016b_4252,yes,447,2016b,4252,whole,gal,plastic,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D14,14,,770,,
Stewart's (Saratoga Dairy),L,L_2016b_4252,yes,447,2016b,4252,whole,gal,plastic,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D17,17,,3300,,
Stewart's (Saratoga Dairy),L,L_2016b_4252,yes,447,2016b,4252,whole,gal,plastic,2016-10-24T00:00:00Z,2016-10-26T00:00:00Z,D21,21,,320000,,
